audit_event_id,event_datetime,store_id,employee_id,event_type,entity_type,entity_id,action,previous_value,new_value,approval_employee_id,device_id,success
AUD-00000101,2026-05-04 20:45:38,PH-003,EMP-0062,Sale,transaction,TXN-0000101,CREATE,,Completed,,POS,True
AUD-00000102,2026-06-27 13:16:18,PH-002,EMP-0040,Sale,transaction,TXN-0000102,CREATE,,Completed,,POS,True
AUD-00000103,2026-07-08 20:20:37,PH-003,EMP-0047,Sale,transaction,TXN-0000103,CREATE,,Completed,,POS,True
AUD-00000104,2026-06-24 12:05:44,PH-003,EMP-0057,Sale,transaction,TXN-0000104,CREATE,,Completed,,POS,True
AUD-00000105,2026-07-23 14:42:31,PH-003,EMP-0062,Sale,transaction,TXN-0000105,CREATE,,Completed,,POS,True
AUD-00000106,2026-07-10 17:07:07,PH-004,EMP-0068,Sale,transaction,TXN-0000106,CREATE,,Completed,,POS,True
AUD-00000107,2026-05-24 15:46:42,PH-002,EMP-0038,Sale,transaction,TXN-0000107,CREATE,,Completed,,POS,True
AUD-00000108,2026-07-30 09:10:05,PH-003,EMP-0063,Sale,transaction,TXN-0000108,CREATE,,Completed,,POS,True
AUD-00000109,2026-05-22 21:36:41,PH-005,EMP-0102,Sale,transaction,TXN-0000109,CREATE,,Completed,,POS,True
AUD-00000110,2026-07-29 19:45:48,PH-004,EMP-0084,Sale,transaction,TXN-0000110,CREATE,,Completed,,POS,True
AUD-00000111,2026-05-20 12:21:48,PH-001,EMP-0003,Sale,transaction,TXN-0000111,CREATE,,Completed,,POS,True
AUD-00000112,2026-07-09 16:12:30,PH-003,EMP-0063,Sale,transaction,TXN-0000112,CREATE,,Completed,,POS,True
AUD-00000113,2026-05-02 12:12:12,PH-004,EMP-0078,Sale,transaction,TXN-0000113,CREATE,,Completed,,POS,True
AUD-00000114,2026-05-30 13:54:45,PH-004,EMP-0080,Sale,transaction,TXN-0000114,CREATE,,Completed,,POS,True
AUD-00000115,2026-06-24 11:40:51,PH-005,EMP-0106,Sale,transaction,TXN-0000115,CREATE,,Completed,,POS,True
AUD-00000116,2026-05-03 11:10:06,PH-003,EMP-0062,Sale,transaction,TXN-0000116,CREATE,,Completed,,POS,True
AUD-00000117,2026-06-05 19:39:05,PH-005,EMP-0108,Sale,transaction,TXN-0000117,CREATE,,Completed,,POS,True
AUD-00000118,2026-06-24 13:20:50,PH-005,EMP-0108,Sale,transaction,TXN-0000118,CREATE,,Completed,,POS,True
AUD-00000119,2026-05-29 16:28:17,PH-002,EMP-0040,Sale,transaction,TXN-0000119,CREATE,,Completed,,POS,True
AUD-00000120,2026-07-01 19:12:42,PH-005,EMP-0104,Sale,transaction,TXN-0000120,CREATE,,Completed,,POS,True
AUD-00000121,2026-06-10 14:36:53,PH-003,EMP-0057,Sale,transaction,TXN-0000121,CREATE,,Completed,,POS,True
AUD-00000122,2026-05-24 15:17:15,PH-005,EMP-0101,Sale,transaction,TXN-0000122,CREATE,,Completed,,POS,True
AUD-00000123,2026-07-20 18:24:17,PH-005,EMP-0103,Sale,transaction,TXN-0000123,CREATE,,Completed,,POS,True
AUD-00000124,2026-06-14 14:47:58,PH-003,EMP-0062,Sale,transaction,TXN-0000124,CREATE,,Completed,,POS,True
AUD-00000125,2026-05-05 20:53:19,PH-001,EMP-0002,Sale,transaction,TXN-0000125,CREATE,,Completed,,POS,True
AUD-00000126,2026-05-06 14:47:58,PH-005,EMP-0107,Sale,transaction,TXN-0000126,CREATE,,Completed,,POS,True
AUD-00000127,2026-06-28 21:13:45,PH-002,EMP-0025,Sale,transaction,TXN-0000127,CREATE,,Completed,,POS,True
AUD-00000128,2026-05-12 09:35:27,PH-002,EMP-0023,Sale,transaction,TXN-0000128,CREATE,,Completed,,POS,True
AUD-00000129,2026-05-20 08:11:20,PH-002,EMP-0036,Sale,transaction,TXN-0000129,CREATE,,Completed,,POS,True
AUD-00000130,2026-06-03 10:05:04,PH-001,EMP-0003,Sale,transaction,TXN-0000130,CREATE,,Completed,,POS,True
AUD-00000131,2026-07-21 08:56:34,PH-004,EMP-0086,Sale,transaction,TXN-0000131,CREATE,,Completed,,POS,True
AUD-00000132,2026-06-12 17:35:14,PH-004,EMP-0085,Sale,transaction,TXN-0000132,CREATE,,Completed,,POS,True
AUD-00000133,2026-07-26 16:20:37,PH-004,EMP-0069,Sale,transaction,TXN-0000133,CREATE,,Completed,,POS,True
AUD-00000134,2026-05-05 10:04:57,PH-003,EMP-0058,Sale,transaction,TXN-0000134,CREATE,,Completed,,POS,True
AUD-00000135,2026-06-05 21:03:21,PH-001,EMP-0020,Sale,transaction,TXN-0000135,CREATE,,Completed,,POS,True
AUD-00000136,2026-07-25 21:30:37,PH-004,EMP-0069,Sale,transaction,TXN-0000136,CREATE,,Completed,,POS,True
AUD-00000137,2026-05-09 16:06:41,PH-005,EMP-0089,Sale,transaction,TXN-0000137,CREATE,,Completed,,POS,True
AUD-00000138,2026-07-20 18:09:20,PH-002,EMP-0025,Sale,transaction,TXN-0000138,CREATE,,Completed,,POS,True
AUD-00000139,2026-06-02 13:14:35,PH-003,EMP-0064,Sale,transaction,TXN-0000139,CREATE,,Completed,,POS,True
AUD-00000140,2026-05-13 09:42:41,PH-004,EMP-0067,Sale,transaction,TXN-0000140,CREATE,,Completed,,POS,True
AUD-00000141,2026-06-28 20:39:54,PH-001,EMP-0015,Sale,transaction,TXN-0000141,CREATE,,Completed,,POS,True
AUD-00000142,2026-07-09 14:40:04,PH-005,EMP-0108,Sale,transaction,TXN-0000142,CREATE,,Completed,,POS,True
AUD-00000143,2026-05-13 15:57:18,PH-005,EMP-0106,Sale,transaction,TXN-0000143,CREATE,,Completed,,POS,True
AUD-00000144,2026-06-09 08:00:43,PH-003,EMP-0060,Sale,transaction,TXN-0000144,CREATE,,Completed,,POS,True
AUD-00000145,2026-07-09 20:13:38,PH-003,EMP-0056,Sale,transaction,TXN-0000145,CREATE,,Completed,,POS,True
AUD-00000146,2026-07-25 14:47:15,PH-001,EMP-0015,Sale,transaction,TXN-0000146,CREATE,,Completed,,POS,True
AUD-00000147,2026-07-18 18:45:23,PH-005,EMP-0106,Sale,transaction,TXN-0000147,CREATE,,Completed,,POS,True
AUD-00000148,2026-06-23 18:34:51,PH-001,EMP-0012,Sale,transaction,TXN-0000148,CREATE,,Completed,,POS,True
AUD-00000149,2026-07-20 15:45:38,PH-003,EMP-0045,Sale,transaction,TXN-0000149,CREATE,,Completed,,POS,True
AUD-00000150,2026-05-06 13:32:51,PH-002,EMP-0037,Sale,transaction,TXN-0000150,CREATE,,Completed,,POS,True
AUD-00000151,2026-05-21 18:51:11,PH-004,EMP-0086,Sale,transaction,TXN-0000151,CREATE,,Completed,,POS,True
AUD-00000152,2026-06-11 20:04:02,PH-005,EMP-0105,Sale,transaction,TXN-0000152,CREATE,,Completed,,POS,True
AUD-00000153,2026-06-13 18:47:24,PH-005,EMP-0103,Sale,transaction,TXN-0000153,CREATE,,Completed,,POS,True
AUD-00000154,2026-07-24 13:41:02,PH-003,EMP-0064,Sale,transaction,TXN-0000154,CREATE,,Completed,,POS,True
AUD-00000155,2026-07-10 12:43:53,PH-005,EMP-0108,Sale,transaction,TXN-0000155,CREATE,,Completed,,POS,True
AUD-00000156,2026-05-13 11:26:38,PH-005,EMP-0103,Sale,transaction,TXN-0000156,CREATE,,Completed,,POS,True
AUD-00000157,2026-07-03 14:17:44,PH-003,EMP-0059,Sale,transaction,TXN-0000157,CREATE,,Completed,,POS,True
AUD-00000158,2026-06-02 09:25:19,PH-005,EMP-0105,Sale,transaction,TXN-0000158,CREATE,,Completed,,POS,True
AUD-00000159,2026-06-21 17:13:54,PH-004,EMP-0080,Sale,transaction,TXN-0000159,CREATE,,Completed,,POS,True
AUD-00000160,2026-07-31 10:38:11,PH-001,EMP-0006,Sale,transaction,TXN-0000160,CREATE,,Completed,,POS,True
AUD-00000161,2026-07-08 19:13:58,PH-001,EMP-0006,Sale,transaction,TXN-0000161,CREATE,,Completed,,POS,True
AUD-00000162,2026-07-14 16:43:41,PH-002,EMP-0035,Sale,transaction,TXN-0000162,CREATE,,Completed,,POS,True
AUD-00000163,2026-07-17 18:50:24,PH-002,EMP-0035,Sale,transaction,TXN-0000163,CREATE,,Completed,,POS,True
AUD-00000164,2026-05-19 18:02:29,PH-002,EMP-0041,Sale,transaction,TXN-0000164,CREATE,,Completed,,POS,True
AUD-00000165,2026-05-12 20:22:17,PH-005,EMP-0089,Sale,transaction,TXN-0000165,CREATE,,Completed,,POS,True
AUD-00000166,2026-07-18 08:19:33,PH-002,EMP-0024,Sale,transaction,TXN-0000166,CREATE,,Completed,,POS,True
AUD-00000167,2026-07-19 16:47:09,PH-005,EMP-0101,Sale,transaction,TXN-0000167,CREATE,,Completed,,POS,True
AUD-00000168,2026-06-03 10:55:23,PH-005,EMP-0102,Sale,transaction,TXN-0000168,CREATE,,Completed,,POS,True
AUD-00000169,2026-07-29 13:01:28,PH-002,EMP-0037,Sale,transaction,TXN-0000169,CREATE,,Completed,,POS,True
AUD-00000170,2026-07-30 15:17:23,PH-004,EMP-0069,Sale,transaction,TXN-0000170,CREATE,,Completed,,POS,True
AUD-00000171,2026-06-03 20:26:42,PH-005,EMP-0104,Sale,transaction,TXN-0000171,CREATE,,Completed,,POS,True
AUD-00000172,2026-05-28 09:31:58,PH-002,EMP-0041,Sale,transaction,TXN-0000172,CREATE,,Completed,,POS,True
AUD-00000173,2026-05-30 20:47:37,PH-001,EMP-0002,Sale,transaction,TXN-0000173,CREATE,,Completed,,POS,True
AUD-00000174,2026-06-23 13:41:43,PH-005,EMP-0089,Sale,transaction,TXN-0000174,CREATE,,Completed,,POS,True
AUD-00000175,2026-05-05 10:58:00,PH-005,EMP-0107,Sale,transaction,TXN-0000175,CREATE,,Completed,,POS,True
AUD-00000176,2026-06-12 14:15:47,PH-004,EMP-0079,Sale,transaction,TXN-0000176,CREATE,,Completed,,POS,True
AUD-00000177,2026-06-28 21:27:26,PH-004,EMP-0078,Sale,transaction,TXN-0000177,CREATE,,Completed,,POS,True
AUD-00000178,2026-06-08 16:28:42,PH-003,EMP-0046,Sale,transaction,TXN-0000178,CREATE,,Completed,,POS,True
AUD-00000179,2026-07-18 14:17:49,PH-005,EMP-0106,Sale,transaction,TXN-0000179,CREATE,,Completed,,POS,True
AUD-00000180,2026-05-19 08:14:29,PH-002,EMP-0034,Sale,transaction,TXN-0000180,CREATE,,Completed,,POS,True
AUD-00000181,2026-07-29 12:45:56,PH-004,EMP-0080,Sale,transaction,TXN-0000181,CREATE,,Completed,,POS,True
AUD-00000182,2026-06-10 11:10:29,PH-002,EMP-0023,Sale,transaction,TXN-0000182,CREATE,,Completed,,POS,True
AUD-00000183,2026-07-18 13:26:23,PH-001,EMP-0018,Sale,transaction,TXN-0000183,CREATE,,Completed,,POS,True
AUD-00000184,2026-07-05 17:44:45,PH-003,EMP-0047,Sale,transaction,TXN-0000184,CREATE,,Completed,,POS,True
AUD-00000185,2026-07-01 15:30:46,PH-001,EMP-0019,Sale,transaction,TXN-0000185,CREATE,,Completed,,POS,True
AUD-00000186,2026-06-04 14:54:02,PH-004,EMP-0069,Sale,transaction,TXN-0000186,CREATE,,Completed,,POS,True
AUD-00000187,2026-05-09 19:33:05,PH-002,EMP-0037,Sale,transaction,TXN-0000187,CREATE,,Completed,,POS,True
AUD-00000188,2026-07-01 18:21:47,PH-003,EMP-0046,Sale,transaction,TXN-0000188,CREATE,,Completed,,POS,True
AUD-00000189,2026-05-23 15:59:28,PH-003,EMP-0045,Sale,transaction,TXN-0000189,CREATE,,Completed,,POS,True
AUD-00000190,2026-05-24 08:48:44,PH-005,EMP-0090,Sale,transaction,TXN-0000190,CREATE,,Completed,,POS,True
AUD-00000191,2026-06-25 11:59:53,PH-003,EMP-0058,Sale,transaction,TXN-0000191,CREATE,,Completed,,POS,True
AUD-00000192,2026-05-07 18:29:03,PH-005,EMP-0089,Sale,transaction,TXN-0000192,CREATE,,Completed,,POS,True
AUD-00000193,2026-06-15 15:52:31,PH-005,EMP-0104,Sale,transaction,TXN-0000193,CREATE,,Completed,,POS,True
AUD-00000194,2026-07-30 19:42:29,PH-005,EMP-0101,Sale,transaction,TXN-0000194,CREATE,,Completed,,POS,True
AUD-00000195,2026-07-03 16:19:13,PH-003,EMP-0061,Sale,transaction,TXN-0000195,CREATE,,Completed,,POS,True
AUD-00000196,2026-05-15 14:51:31,PH-001,EMP-0002,Sale,transaction,TXN-0000196,CREATE,,Completed,,POS,True
AUD-00000197,2026-06-06 11:15:21,PH-004,EMP-0080,Sale,transaction,TXN-0000197,CREATE,,Completed,,POS,True
AUD-00000198,2026-06-01 13:30:44,PH-001,EMP-0018,Sale,transaction,TXN-0000198,CREATE,,Completed,,POS,True
AUD-00000199,2026-06-27 19:54:23,PH-004,EMP-0082,Sale,transaction,TXN-0000199,CREATE,,Completed,,POS,True
AUD-00000200,2026-06-04 12:53:37,PH-002,EMP-0025,Sale,transaction,TXN-0000200,CREATE,,Completed,,POS,True
AUD-00000201,2026-06-07 10:19:53,PH-002,EMP-0036,Sale,transaction,TXN-0000201,CREATE,,Completed,,POS,True
AUD-00000202,2026-05-23 12:24:24,PH-003,EMP-0045,Sale,transaction,TXN-0000202,CREATE,,Completed,,POS,True
AUD-00000203,2026-06-02 14:44:48,PH-001,EMP-0013,Sale,transaction,TXN-0000203,CREATE,,Completed,,POS,True
AUD-00000204,2026-05-12 12:07:18,PH-005,EMP-0089,Sale,transaction,TXN-0000204,CREATE,,Completed,,POS,True
AUD-00000205,2026-07-27 16:41:19,PH-005,EMP-0108,Sale,transaction,TXN-0000205,CREATE,,Completed,,POS,True
AUD-00000206,2026-06-14 18:20:38,PH-004,EMP-0068,Sale,transaction,TXN-0000206,CREATE,,Completed,,POS,True
AUD-00000207,2026-07-26 11:18:11,PH-002,EMP-0039,Sale,transaction,TXN-0000207,CREATE,,Completed,,POS,True
AUD-00000208,2026-07-29 19:12:41,PH-005,EMP-0107,Sale,transaction,TXN-0000208,CREATE,,Completed,,POS,True
AUD-00000209,2026-05-05 15:41:21,PH-001,EMP-0003,Sale,transaction,TXN-0000209,CREATE,,Completed,,POS,True
AUD-00000210,2026-06-26 16:20:44,PH-002,EMP-0025,Sale,transaction,TXN-0000210,CREATE,,Completed,,POS,True
AUD-00000211,2026-05-09 16:39:38,PH-002,EMP-0036,Sale,transaction,TXN-0000211,CREATE,,Completed,,POS,True
AUD-00000212,2026-06-10 19:26:08,PH-005,EMP-0090,Sale,transaction,TXN-0000212,CREATE,,Completed,,POS,True
AUD-00000213,2026-06-02 13:06:12,PH-005,EMP-0100,Sale,transaction,TXN-0000213,CREATE,,Completed,,POS,True
